document_id,year,download_filename,split,selection_stratum,label_provenance,valid_votes,invalid_votes,source_hash_consistent,document_contract,main_terms,non_life_business,treaty_placement,private_market,status,qualifies,document_contract_votes,main_terms_votes,non_life_business_votes,treaty_placement_votes,private_market_votes
2002-850141-0000950131-02-004443-dex101.txt,2002,2002-850141-0000950131-02-004443-dex101.txt,holdout,historical_disagreement,autonomous_silver_v1,6,0,true,unclear,unclear,pass,pass,pass,manual_review,false,pass:3;fail:3;unclear:0,pass:4;fail:1;unclear:1,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0
2002-872548-0000872548-02-000003-cr-agree.txt,2002,2002-872548-0000872548-02-000003-cr-agree.txt,holdout,unrelated_agreement,autonomous_silver_v1,4,2,true,fail,fail,unclear,unclear,unclear,rejected,false,pass:0;fail:4;unclear:0,pass:0;fail:4;unclear:0,pass:0;fail:0;unclear:4,pass:0;fail:0;unclear:4,pass:2;fail:0;unclear:2
2002-882235-0001021408-02-006703-dex1060.txt,2002,2002-882235-0001021408-02-006703-dex1060.txt,holdout,unrelated_agreement,autonomous_silver_v1,3,3,true,unclear,unclear,unclear,unclear,unclear,manual_review,false,pass:0;fail:3;unclear:0,pass:0;fail:3;unclear:0,pass:1;fail:0;unclear:2,pass:0;fail:0;unclear:3,pass:3;fail:0;unclear:0
2002-896159-0000902561-02-000571-reim500.txt,2002,2002-896159-0000902561-02-000571-reim500.txt,development,historical_disagreement,autonomous_silver_v1,4,1,true,fail,unclear,unclear,unclear,pass,rejected,false,pass:0;fail:4;unclear:0,pass:0;fail:3;unclear:1,pass:0;fail:0;unclear:4,pass:0;fail:0;unclear:4,pass:4;fail:0;unclear:0
2002-910110-0000950159-02-000183-paex1019-i.txt,2002,2002-910110-0000950159-02-000183-paex1019-i.txt,development,historical_disagreement,autonomous_silver_v1,6,0,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:6;unclear:0,pass:0;fail:6;unclear:0,pass:0;fail:0;unclear:6,pass:1;fail:0;unclear:5,pass:6;fail:0;unclear:0
2003-1001384-0001169232-03-003408-d55443_ex10-34.txt,2003,2003-1001384-0001169232-03-003408-d55443_ex10-34.txt,holdout,amendment_or_endorsement,autonomous_silver_v1,6,0,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:6;unclear:0,pass:0;fail:6;unclear:0,pass:0;fail:0;unclear:6,pass:0;fail:0;unclear:6,pass:5;fail:0;unclear:1
2003-1010247-0001169232-03-003694-d55550_ex-10vv.htm,2003,2003-1010247-0001169232-03-003694-d55550_ex-10vv.htm,development,placement_slip_or_summary,autonomous_silver_v1,4,1,true,fail,unclear,pass,pass,pass,rejected,false,pass:0;fail:4;unclear:0,pass:3;fail:0;unclear:1,pass:4;fail:0;unclear:0,pass:4;fail:0;unclear:0,pass:4;fail:0;unclear:0
2003-1013609-0000898430-03-002251-dex1067.htm,2003,2003-1013609-0000898430-03-002251-dex1067.htm,holdout,placement_slip_or_summary,autonomous_silver_v1,6,0,true,fail,pass,pass,pass,pass,rejected,false,pass:0;fail:6;unclear:0,pass:5;fail:1;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0
2003-1013609-0000898430-03-002251-dex1070.txt,2003,2003-1013609-0000898430-03-002251-dex1070.txt,holdout,clear_reinsurance_candidate,autonomous_silver_v1,6,0,true,pass,pass,pass,pass,pass,qualified,true,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0
2003-1044566-0000950137-03-001708-c74255exv10wx12y.txt,2003,2003-1044566-0000950137-03-001708-c74255exv10wx12y.txt,holdout,placement_slip_or_summary,autonomous_silver_v1,6,0,true,fail,pass,pass,pass,pass,rejected,false,pass:0;fail:6;unclear:0,pass:5;fail:1;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0
2003-1061507-0001061507-03-000002-exhibit10-1.txt,2003,2003-1061507-0001061507-03-000002-exhibit10-1.txt,development,unrelated_agreement,autonomous_silver_v1,5,0,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:5;unclear:0,pass:0;fail:5;unclear:0,pass:1;fail:0;unclear:4,pass:0;fail:0;unclear:5,pass:5;fail:0;unclear:0
2003-1065201-0000950131-03-002955-dex1017.txt,2003,2003-1065201-0000950131-03-002955-dex1017.txt,development,placement_slip_or_summary,autonomous_silver_v1,6,0,true,fail,pass,pass,pass,pass,rejected,false,pass:0;fail:6;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0
2003-1069822-0001193125-03-037318-dex108.htm,2003,2003-1069822-0001193125-03-037318-dex108.htm,development,life_health_or_annuity,autonomous_silver_v1,6,0,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:6;unclear:0,pass:0;fail:6;unclear:0,pass:0;fail:0;unclear:6,pass:0;fail:0;unclear:6,pass:5;fail:0;unclear:1
2003-1069996-0001116502-03-001940-exhibit1027.txt,2003,2003-1069996-0001116502-03-001940-exhibit1027.txt,holdout,clear_reinsurance_candidate,autonomous_silver_v1,6,0,true,fail,fail,pass,pass,pass,rejected,false,pass:0;fail:6;unclear:0,pass:0;fail:6;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0
2003-1171500-0000950123-03-009440-y89152exv10w1.txt,2003,2003-1171500-0000950123-03-009440-y89152exv10w1.txt,holdout,clear_reinsurance_candidate,autonomous_silver_v1,6,0,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:6;unclear:0,pass:0;fail:6;unclear:0,pass:0;fail:0;unclear:6,pass:0;fail:0;unclear:6,pass:6;fail:0;unclear:0
2003-1171500-0000950123-03-009440-y89152exv10w9.txt,2003,2003-1171500-0000950123-03-009440-y89152exv10w9.txt,holdout,amendment_or_endorsement,autonomous_silver_v1,5,0,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:5;unclear:0,pass:0;fail:5;unclear:0,pass:2;fail:0;unclear:3,pass:0;fail:0;unclear:5,pass:4;fail:0;unclear:1
2003-775368-0000950123-03-009385-y88779exv10w2.txt,2003,2003-775368-0000950123-03-009385-y88779exv10w2.txt,development,clear_reinsurance_candidate,autonomous_silver_v1,6,0,true,fail,fail,unclear,unclear,unclear,rejected,false,pass:0;fail:6;unclear:0,pass:0;fail:6;unclear:0,pass:0;fail:0;unclear:6,pass:0;fail:0;unclear:6,pass:2;fail:0;unclear:4
2003-775368-0000950123-03-009385-y88779exv10w42.txt,2003,2003-775368-0000950123-03-009385-y88779exv10w42.txt,holdout,historical_disagreement,autonomous_silver_v1,5,1,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:5;unclear:0,pass:1;fail:4;unclear:0,pass:0;fail:0;unclear:5,pass:0;fail:0;unclear:5,pass:4;fail:0;unclear:1
2003-875159-0000930413-03-002466-c28973_ex10-63.htm,2003,2003-875159-0000930413-03-002466-c28973_ex10-63.htm,holdout,facultative_edge,autonomous_silver_v1,6,0,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:6;unclear:0,pass:0;fail:6;unclear:0,pass:0;fail:0;unclear:6,pass:0;fail:0;unclear:6,pass:6;fail:0;unclear:0
2003-875159-0000930413-03-002466-c28973_ex10-64.htm,2003,2003-875159-0000930413-03-002466-c28973_ex10-64.htm,development,historical_disagreement,autonomous_silver_v1,5,0,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:5;unclear:0,pass:0;fail:5;unclear:0,pass:0;fail:0;unclear:5,pass:0;fail:0;unclear:5,pass:5;fail:0;unclear:0
2003-896159-0001193125-03-036448-dex102.txt,2003,2003-896159-0001193125-03-036448-dex102.txt,holdout,historical_disagreement,autonomous_silver_v1,6,0,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:6;unclear:0,pass:1;fail:5;unclear:0,pass:1;fail:0;unclear:5,pass:1;fail:0;unclear:5,pass:6;fail:0;unclear:0
2003-909109-0000893220-03-001374-w89051exv10w1.htm,2003,2003-909109-0000893220-03-001374-w89051exv10w1.htm,holdout,government_scheme,autonomous_silver_v1,6,0,true,pass,pass,pass,pass,fail,rejected,false,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:0;fail:6;unclear:0
2003-911421-0000950130-03-002524-dex1031.htm,2003,2003-911421-0000950130-03-002524-dex1031.htm,development,historical_disagreement,autonomous_silver_v1,6,0,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:6;unclear:0,pass:0;fail:6;unclear:0,pass:0;fail:0;unclear:6,pass:0;fail:0;unclear:6,pass:6;fail:0;unclear:0
2003-915781-0000950134-03-004591-c75577a1exv10w10w1.txt,2003,2003-915781-0000950134-03-004591-c75577a1exv10w10w1.txt,development,clear_reinsurance_candidate,autonomous_silver_v1,6,0,true,fail,unclear,pass,pass,pass,rejected,false,pass:0;fail:6;unclear:0,pass:2;fail:3;unclear:1,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0
2003-935724-0000898430-03-002168-dex104.txt,2003,2003-935724-0000898430-03-002168-dex104.txt,development,life_health_or_annuity,autonomous_silver_v1,6,0,true,fail,fail,fail,unclear,unclear,rejected,false,pass:0;fail:6;unclear:0,pass:0;fail:6;unclear:0,pass:0;fail:6;unclear:0,pass:0;fail:0;unclear:6,pass:4;fail:0;unclear:2
2003-947484-0001047469-03-036935-a2121850zex-10_6.htm,2003,2003-947484-0001047469-03-036935-a2121850zex-10_6.htm,development,clear_reinsurance_candidate,autonomous_silver_v1,5,0,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:5;unclear:0,pass:0;fail:5;unclear:0,pass:0;fail:0;unclear:5,pass:0;fail:0;unclear:5,pass:5;fail:0;unclear:0
2004-1010247-0001169232-04-003950-d60263_ex10xxx.htm,2004,2004-1010247-0001169232-04-003950-d60263_ex10xxx.htm,development,clear_reinsurance_candidate,autonomous_silver_v1,5,1,true,pass,pass,pass,pass,pass,qualified,true,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0
2004-1013609-0001193125-04-053663-dex1076.htm,2004,2004-1013609-0001193125-04-053663-dex1076.htm,development,placement_slip_or_summary,autonomous_silver_v1,6,0,true,fail,unclear,pass,pass,pass,rejected,false,pass:0;fail:6;unclear:0,pass:3;fail:3;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0
2004-1013609-0001193125-04-053663-dex1077.htm,2004,2004-1013609-0001193125-04-053663-dex1077.htm,holdout,placement_slip_or_summary,autonomous_silver_v1,6,0,true,fail,fail,pass,pass,pass,rejected,false,pass:0;fail:6;unclear:0,pass:0;fail:5;unclear:1,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0
2004-1174922-0001193125-04-186496-dex1015.htm,2004,2004-1174922-0001193125-04-186496-dex1015.htm,holdout,historical_disagreement,autonomous_silver_v1,1,5,true,unclear,unclear,unclear,unclear,unclear,manual_review,false,pass:0;fail:1;unclear:0,pass:0;fail:1;unclear:0,pass:0;fail:0;unclear:1,pass:0;fail:0;unclear:1,pass:1;fail:0;unclear:0
2004-1179929-0001193125-04-026772-dex106.htm,2004,2004-1179929-0001193125-04-026772-dex106.htm,development,life_health_or_annuity,autonomous_silver_v1,2,4,true,unclear,unclear,unclear,unclear,unclear,manual_review,false,pass:0;fail:2;unclear:0,pass:0;fail:2;unclear:0,pass:1;fail:1;unclear:0,pass:0;fail:0;unclear:2,pass:0;fail:2;unclear:0
2004-1273813-0001104659-04-023475-a04-8821_1ex10d16.htm,2004,2004-1273813-0001104659-04-023475-a04-8821_1ex10d16.htm,development,facultative_edge,autonomous_silver_v1,4,2,true,unclear,unclear,unclear,unclear,unclear,manual_review,false,pass:0;fail:4;unclear:0,pass:0;fail:4;unclear:0,pass:0;fail:0;unclear:4,pass:0;fail:3;unclear:1,pass:4;fail:0;unclear:0
2004-1295810-0001193125-04-206085-dex10121.htm,2004,2004-1295810-0001193125-04-206085-dex10121.htm,development,unrelated_agreement,autonomous_silver_v1,6,0,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:6;unclear:0,pass:1;fail:5;unclear:0,pass:0;fail:0;unclear:6,pass:0;fail:0;unclear:6,pass:6;fail:0;unclear:0
2004-711039-0000891618-04-000979-f97972exv10w2.txt,2004,2004-711039-0000891618-04-000979-f97972exv10w2.txt,development,historical_disagreement,autonomous_silver_v1,6,0,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:6;unclear:0,pass:0;fail:6;unclear:0,pass:1;fail:0;unclear:5,pass:1;fail:0;unclear:5,pass:6;fail:0;unclear:0
2004-822416-0000950124-04-003549-k86650exv10w1.txt,2004,2004-822416-0000950124-04-003549-k86650exv10w1.txt,development,amendment_or_endorsement,autonomous_silver_v1,3,3,true,unclear,unclear,unclear,unclear,unclear,manual_review,false,pass:0;fail:3;unclear:0,pass:0;fail:3;unclear:0,pass:0;fail:0;unclear:3,pass:0;fail:0;unclear:3,pass:3;fail:0;unclear:0
2004-839759-0001047469-04-025900-a2141577zex-10_2.htm,2004,2004-839759-0001047469-04-025900-a2141577zex-10_2.htm,development,life_health_or_annuity,autonomous_silver_v1,6,0,true,pass,pass,fail,pass,pass,rejected,false,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:0;fail:6;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0
2004-885721-0000950134-04-002456-c83158exv10w34.txt,2004,2004-885721-0000950134-04-002456-c83158exv10w34.txt,development,unrelated_agreement,autonomous_silver_v1,6,0,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:6;unclear:0,pass:1;fail:5;unclear:0,pass:1;fail:0;unclear:5,pass:0;fail:0;unclear:6,pass:5;fail:0;unclear:1
2004-909109-0000893220-04-001658-w99802exv10w2.txt,2004,2004-909109-0000893220-04-001658-w99802exv10w2.txt,development,government_scheme,autonomous_silver_v1,5,1,true,pass,pass,pass,pass,fail,rejected,false,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0,pass:0;fail:5;unclear:0
2004-909109-0000893220-04-002402-w68436exv10w17.txt,2004,2004-909109-0000893220-04-002402-w68436exv10w17.txt,development,placement_slip_or_summary,autonomous_silver_v1,5,0,true,fail,pass,pass,pass,pass,rejected,false,pass:0;fail:5;unclear:0,pass:4;fail:0;unclear:1,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0
2004-909109-0000893220-04-002402-w68436exv10w19.txt,2004,2004-909109-0000893220-04-002402-w68436exv10w19.txt,development,placement_slip_or_summary,autonomous_silver_v1,5,1,true,fail,pass,pass,pass,pass,rejected,false,pass:0;fail:5;unclear:0,pass:4;fail:0;unclear:1,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0
2004-909109-0000893220-04-002402-w68436exv10w20.txt,2004,2004-909109-0000893220-04-002402-w68436exv10w20.txt,development,placement_slip_or_summary,autonomous_silver_v1,5,1,true,fail,pass,pass,pass,pass,rejected,false,pass:0;fail:5;unclear:0,pass:4;fail:0;unclear:1,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0
2004-909109-0000893220-04-002402-w68436exv10w21.txt,2004,2004-909109-0000893220-04-002402-w68436exv10w21.txt,development,placement_slip_or_summary,autonomous_silver_v1,5,0,true,fail,unclear,pass,pass,pass,rejected,false,pass:0;fail:5;unclear:0,pass:4;fail:1;unclear:0,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0
2004-909109-0000893220-04-002402-w68436exv10w22.txt,2004,2004-909109-0000893220-04-002402-w68436exv10w22.txt,holdout,placement_slip_or_summary,autonomous_silver_v1,5,1,true,fail,pass,pass,pass,pass,rejected,false,pass:0;fail:5;unclear:0,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0
2004-909109-0000893220-04-002402-w68436exv10w4.txt,2004,2004-909109-0000893220-04-002402-w68436exv10w4.txt,development,facultative_edge,autonomous_silver_v1,6,0,true,fail,pass,pass,fail,pass,rejected,false,pass:0;fail:6;unclear:0,pass:4;fail:2;unclear:0,pass:6;fail:0;unclear:0,pass:1;fail:5;unclear:0,pass:6;fail:0;unclear:0
2004-909109-0000893220-04-002402-w68436exv10w5.txt,2004,2004-909109-0000893220-04-002402-w68436exv10w5.txt,development,facultative_edge,autonomous_silver_v1,6,0,true,pass,pass,pass,pass,pass,qualified,true,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0
2004-909109-0000893220-04-002402-w68436exv10w6.txt,2004,2004-909109-0000893220-04-002402-w68436exv10w6.txt,holdout,clear_reinsurance_candidate,autonomous_silver_v1,4,2,true,pass,pass,pass,pass,fail,rejected,false,pass:4;fail:0;unclear:0,pass:4;fail:0;unclear:0,pass:4;fail:0;unclear:0,pass:4;fail:0;unclear:0,pass:0;fail:4;unclear:0
2004-910110-0000950159-04-000965-exhibit10-5.txt,2004,2004-910110-0000950159-04-000965-exhibit10-5.txt,development,clear_reinsurance_candidate,autonomous_silver_v1,6,0,true,fail,fail,pass,pass,pass,rejected,false,pass:0;fail:6;unclear:0,pass:0;fail:6;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0
2004-910110-0000950159-04-000965-exhibit10-9.txt,2004,2004-910110-0000950159-04-000965-exhibit10-9.txt,development,clear_reinsurance_candidate,autonomous_silver_v1,6,0,true,fail,fail,pass,pass,pass,rejected,false,pass:0;fail:6;unclear:0,pass:0;fail:6;unclear:0,pass:6;fail:0;unclear:0,pass:5;fail:0;unclear:1,pass:6;fail:0;unclear:0
2004-915781-0000950134-04-004351-c83745exv10w8w3.txt,2004,2004-915781-0000950134-04-004351-c83745exv10w8w3.txt,holdout,clear_reinsurance_candidate,autonomous_silver_v1,6,0,true,fail,fail,pass,pass,pass,rejected,false,pass:0;fail:6;unclear:0,pass:1;fail:5;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0
2005-1013609-0001193125-05-052496-dex1083.htm,2005,2005-1013609-0001193125-05-052496-dex1083.htm,development,placement_slip_or_summary,autonomous_silver_v1,6,0,true,fail,pass,pass,pass,pass,rejected,false,pass:0;fail:6;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0,pass:6;fail:0;unclear:0
2005-1044566-0000950137-05-002491-c92567exv10w19.txt,2005,2005-1044566-0000950137-05-002491-c92567exv10w19.txt,development,clear_reinsurance_candidate,autonomous_silver_v1,5,0,true,fail,fail,pass,unclear,pass,rejected,false,pass:0;fail:5;unclear:0,pass:0;fail:5;unclear:0,pass:5;fail:0;unclear:0,pass:3;fail:0;unclear:2,pass:5;fail:0;unclear:0
2005-1063697-0001193125-05-163800-dex107.htm,2005,2005-1063697-0001193125-05-163800-dex107.htm,development,facultative_edge,autonomous_silver_v1,4,1,true,unclear,unclear,unclear,unclear,unclear,manual_review,false,pass:0;fail:4;unclear:0,pass:0;fail:2;unclear:2,pass:2;fail:0;unclear:2,pass:0;fail:0;unclear:4,pass:4;fail:0;unclear:0
2005-1079577-0001193125-05-161247-dex1022.htm,2005,2005-1079577-0001193125-05-161247-dex1022.htm,development,amendment_or_endorsement,autonomous_silver_v1,6,0,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:6;unclear:0,pass:0;fail:6;unclear:0,pass:1;fail:3;unclear:2,pass:2;fail:0;unclear:4,pass:5;fail:0;unclear:1
2005-1133016-0000909567-05-000588-t15824exv10w19.htm,2005,2005-1133016-0000909567-05-000588-t15824exv10w19.htm,development,historical_disagreement,autonomous_silver_v1,6,0,true,fail,fail,unclear,unclear,unclear,rejected,false,pass:0;fail:6;unclear:0,pass:0;fail:6;unclear:0,pass:0;fail:0;unclear:6,pass:0;fail:0;unclear:6,pass:4;fail:0;unclear:2
2005-1138951-0001193125-05-221456-dex1038.htm,2005,2005-1138951-0001193125-05-221456-dex1038.htm,development,unrelated_agreement,autonomous_silver_v1,2,4,true,unclear,unclear,unclear,unclear,unclear,manual_review,false,pass:0;fail:2;unclear:0,pass:0;fail:2;unclear:0,pass:0;fail:0;unclear:2,pass:0;fail:0;unclear:2,pass:2;fail:0;unclear:0
2005-1272957-0001272957-05-000038-quotashare.htm,2005,2005-1272957-0001272957-05-000038-quotashare.htm,development,historical_disagreement,autonomous_silver_v1,6,0,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:6;unclear:0,pass:0;fail:6;unclear:0,pass:0;fail:0;unclear:6,pass:2;fail:0;unclear:4,pass:5;fail:0;unclear:1
2005-352736-0001047469-05-006788-a2153114zex-10_23.txt,2005,2005-352736-0001047469-05-006788-a2153114zex-10_23.txt,holdout,life_health_or_annuity,autonomous_silver_v1,5,1,true,pass,pass,fail,pass,pass,rejected,false,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0,pass:0;fail:5;unclear:0,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0
2005-909109-0000893220-05-001985-w11543exv10w2.htm,2005,2005-909109-0000893220-05-001985-w11543exv10w2.htm,development,clear_reinsurance_candidate,autonomous_silver_v1,4,0,true,pass,pass,pass,pass,pass,qualified,true,pass:4;fail:0;unclear:0,pass:4;fail:0;unclear:0,pass:4;fail:0;unclear:0,pass:4;fail:0;unclear:0,pass:4;fail:0;unclear:0
2005-909109-0000893220-05-001985-w11543exv10w3.htm,2005,2005-909109-0000893220-05-001985-w11543exv10w3.htm,holdout,historical_disagreement,autonomous_silver_v1,5,1,true,pass,pass,pass,pass,pass,qualified,true,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0,pass:5;fail:0;unclear:0
2006-1002517-0000950135-06-003380-b60616ncexv10w1.txt,2006,2006-1002517-0000950135-06-003380-b60616ncexv10w1.txt,development,unrelated_agreement,autonomous_silver_v1,6,0,true,fail,fail,unclear,unclear,pass,rejected,false,pass:0;fail:6;unclear:0,pass:1;fail:5;unclear:0,pass:0;fail:0;unclear:6,pass:0;fail:0;unclear:6,pass:5;fail:0;unclear:1
2006-1018979-0000950134-06-005830-d32117exv10w19.htm,2006,2006-1018979-0000950134-06-005830-d32117exv10w19.htm,development,clear_reinsurance_candidate,autonomous_silver_v1,3,2,true,unclear,unclear,unclear,unclear,unclear,manual_review,false,pass:3;fail:0;unclear:0,pass:2;fail:0;unclear:1,pass:3;fail:0;unclear:0,pass:3;fail:0;unclear:0,pass:3;fail:0;unclear:0
2006-1097864-0001193125-06-036587-dex1024.htm,2006,2006-1097864-0001193125-06-036587-dex1024.htm,development,amendment_or_endorsement,autonomous_silver_v1,5,0,true,fail,unclear,unclear,unclear,pass,rejected,false,pass:0;fail:5;unclear:0,pass:1;fail:4;unclear:0,pass:0;fail:0;unclear:5,pass:0;fail:0;unclear:5,pass:5;fail:0;unclear:0
