record_id,year,download_filename,status,qualifies,direct_evidence_valid,primary_rejection_reason,document_contract,main_terms,non_life_business,treaty_placement,private_market,model_count,models,input_tokens,output_tokens,cost_usd,budget_charged_usd,prompt_version,error
2001:31:2001-874977-0000950152-01-002085-l86881aex10-dd.txt,2001,2001-874977-0000950152-01-002085-l86881aex10-dd.txt,rejected,False,True,amendment_or_endorsement,fail,fail,pass,pass,pass,1,z-ai/glm-5.3-flash,4052,681,0.00036296,0.00036296,classifier-v1,
2001:44:2001-947354-0000947354-01-000002-0002.txt,2001,2001-947354-0000947354-01-000002-0002.txt,missing_file,,,,,,,,,0,,0,0,0.00000000,0.00000000,classifier-v1,
2001:26:2001-836658-0000225300-01-000023-ex10q_10k-122000.htm,2001,2001-836658-0000225300-01-000023-ex10q_10k-122000.htm,rejected,False,True,life_like_business,pass,pass,fail,pass,pass,1,z-ai/glm-5.3-flash,5514,739,0.00048587,0.00048587,classifier-v1,
2001:33:2001-1039828-0000912057-01-539518-a2063467zex-10_9.txt,2001,2001-1039828-0000912057-01-539518-a2063467zex-10_9.txt,rejected,False,True,life_like_business,pass,pass,fail,pass,pass,1,z-ai/glm-5.3-flash,6013,788,0.00053505,0.00053505,classifier-v1,
2001:39:2001-896159-0000902561-01-500344-exh-103.txt,2001,2001-896159-0000902561-01-500344-exh-103.txt,manual_review,False,True,amendment_or_endorsement,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,14258,1606,0.00178276,0.00178276,classifier-v1,
2001:15:2001-908139-0000908139-01-500005-exhibit10.txt,2001,2001-908139-0000908139-01-500005-exhibit10.txt,rejected,False,True,amendment_or_endorsement,fail,fail,fail,pass,pass,1,z-ai/glm-5.3-flash,6508,1232,0.00057145,0.00057145,classifier-v1,
2001:10:2001-1013698-0001133884-01-500497-gex10_9-25483.txt,2001,2001-1013698-0001133884-01-500497-gex10_9-25483.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,unclear,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,15709,1809,0.00092967,0.00092967,classifier-v1,
2001:23:2001-1041665-0000950159-01-500019-pmaex10-26.htm,2001,2001-1041665-0000950159-01-500019-pmaex10-26.htm,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,16830,1790,0.00213345,0.00213345,classifier-v1,
2001:35:2001-800082-0000800082-01-500003-qpa.txt,2001,2001-800082-0000800082-01-500003-qpa.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,15636,1827,0.00202630,0.00202630,classifier-v1,
2001:12:2001-775368-0000950123-01-002452-y46113ex10-23.txt,2001,2001-775368-0000950123-01-002452-y46113ex10-23.txt,manual_review,False,True,not_reinsurance_contract,fail,unclear,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,13888,1937,0.00183694,0.00183694,classifier-v1,
2001:38:2001-908139-0000908139-01-500005-exhibit11.txt,2001,2001-908139-0000908139-01-500005-exhibit11.txt,manual_review,False,True,amendment_or_endorsement,fail,fail,fail,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,9749,1946,0.00138222,0.00138222,classifier-v1,
2001:40:2001-1013698-0001133884-01-500497-gex10_10-25483.txt,2001,2001-1013698-0001133884-01-500497-gex10_10-25483.txt,manual_review,False,True,amendment_or_endorsement,fail,fail,unclear,unclear,unclear,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,11758,1898,0.00161418,0.00161418,classifier-v1,
2001:28:2001-809398-0001095811-01-001837-a70634ex10-67.txt,2001,2001-809398-0001095811-01-001837-a70634ex10-67.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,13411,1974,0.00182327,0.00182327,classifier-v1,
2001:5:2001-925600-0001133884-01-500498-gex10_14-25484.txt,2001,2001-925600-0001133884-01-500498-gex10_14-25484.txt,qualified,True,True,none,pass,pass,pass,pass,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,12589,2043,0.00178234,0.00178234,classifier-v1,
2001:7:2001-1064063-0000893220-01-500565-w52468ex10-53.txt,2001,2001-1064063-0000893220-01-500565-w52468ex10-53.txt,qualified,True,True,none,pass,pass,pass,pass,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,12690,2015,0.00118533,0.00118533,classifier-v1,
2001:6:2001-1013698-0001133884-01-500497-gex10_14-25483.txt,2001,2001-1013698-0001133884-01-500497-gex10_14-25483.txt,qualified,True,True,none,pass,pass,pass,pass,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,12598,1991,0.00176027,0.00176027,classifier-v1,
2001:49:2001-1059265-0001068800-01-500103-ex10p10.txt,2001,2001-1059265-0001068800-01-500103-ex10p10.txt,rejected,False,True,life_like_business,pass,pass,fail,pass,pass,1,z-ai/glm-5.3-flash,4377,693,0.00039006,0.00039006,classifier-v1,
2001:45:2001-1059265-0001068800-01-500103-ex10p8.txt,2001,2001-1059265-0001068800-01-500103-ex10p8.txt,rejected,False,True,life_like_business,pass,pass,fail,pass,pass,1,z-ai/glm-5.3-flash,3918,737,0.00036687,0.00036687,classifier-v1,
2001:30:2001-949156-0000950124-01-001990-k61337ex10-19.txt,2001,2001-949156-0000950124-01-001990-k61337ex10-19.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,23787,2525,0.00237987,0.00237987,classifier-v1,
2001:9:2001-925600-0001133884-01-500498-gex10_9-25484.txt,2001,2001-925600-0001133884-01-500498-gex10_9-25484.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,unclear,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,15769,2001,0.00209243,0.00209243,classifier-v1,
2001:46:2001-896159-0000902561-01-500344-exh-106.txt,2001,2001-896159-0000902561-01-500344-exh-106.txt,manual_review,False,True,amendment_or_endorsement,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,12648,2047,0.00174825,0.00174825,classifier-v1,
2001:64:2001-896159-0000950131-01-001644-0004.txt,2001,2001-896159-0000950131-01-001644-0004.txt,missing_file,,,,,,,,,0,,0,0,0.00000000,0.00000000,classifier-v1,
2001:65:2001-64996-0000898430-01-001052-0002.txt,2001,2001-64996-0000898430-01-001052-0002.txt,missing_file,,,,,,,,,0,,0,0,0.00000000,0.00000000,classifier-v1,
2001:22:2001-356130-0000356130-01-500005-exh10a.txt,2001,2001-356130-0000356130-01-500005-exh10a.txt,qualified,True,True,none,pass,pass,pass,pass,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,13811,2121,0.00189377,0.00189377,classifier-v1,
2001:56:2001-936372-0000912057-01-506299-a2042080zex-10_33.txt,2001,2001-936372-0000912057-01-506299-a2042080zex-10_33.txt,rejected,False,True,life_like_business,pass,pass,fail,pass,pass,1,z-ai/glm-5.3-flash,6105,685,0.00051639,0.00051639,classifier-v1,
2001:42:2001-875159-0000912057-01-008657-a2040480zex-10_1433.txt,2001,2001-875159-0000912057-01-008657-a2040480zex-10_1433.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,16160,1935,0.00213065,0.00213065,classifier-v1,
2001:29:2001-800457-0000950154-01-500158-donegal-ex10ff_51269.txt,2001,2001-800457-0000950154-01-500158-donegal-ex10ff_51269.txt,manual_review,False,True,unclear_decisive_criterion,pass,unclear,pass,pass,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,10756,2167,0.00156245,0.00156245,classifier-v1,
2001:43:2001-908139-0000908139-01-500005-exhibit14.txt,2001,2001-908139-0000908139-01-500005-exhibit14.txt,manual_review,False,True,life_like_business,pass,unclear,fail,pass,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,13008,2066,0.00177377,0.00177377,classifier-v1,
2001:57:2001-877494-0000877494-01-500004-ex10.htm,2001,2001-877494-0000877494-01-500004-ex10.htm,rejected,False,True,life_like_business,pass,pass,fail,pass,pass,1,z-ai/glm-5.3-flash,6208,691,0.00052552,0.00052552,classifier-v1,
2001:47:2001-875159-0000930413-01-501381-c22070_ex10-47.txt,2001,2001-875159-0000930413-01-501381-c22070_ex10-47.txt,manual_review,False,True,amendment_or_endorsement,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,13072,1783,0.00091885,0.00091885,classifier-v1,
2001:21:2001-775368-0000950123-01-505534-y52150ex10-1_a.txt,2001,2001-775368-0000950123-01-505534-y52150ex10-1_a.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,30212,3565,0.00269267,0.00269267,classifier-v1,
2001:74:2001-826918-0001036050-01-000570-0002.txt,2001,2001-826918-0001036050-01-000570-0002.txt,missing_file,,,,,,,,,0,,0,0,0.00000000,0.00000000,classifier-v1,
2001:50:2001-215403-0000950152-01-502165-l87897aex10-36.txt,2001,2001-215403-0000950152-01-502165-l87897aex10-36.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,15584,1762,0.00197466,0.00197466,classifier-v1,
2001:54:2001-875159-0000930413-01-501381-c22070_ex10-46.txt,2001,2001-875159-0000930413-01-501381-c22070_ex10-46.txt,manual_review,False,True,amendment_or_endorsement,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,11901,1828,0.00160921,0.00160921,classifier-v1,
2001:58:2001-881400-0000950144-01-005129-g68354ex10-22.txt,2001,2001-881400-0000950144-01-005129-g68354ex10-22.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,12189,1848,0.00163480,0.00163480,classifier-v1,
2001:60:2001-776867-0000912057-01-008454-a2042193zex-10_f.txt,2001,2001-776867-0000912057-01-008454-a2042193zex-10_f.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,15414,1609,0.00189316,0.00189316,classifier-v1,
2001:61:2001-875159-0000912057-01-008657-a2040480zex-10_1434.txt,2001,2001-875159-0000912057-01-008657-a2040480zex-10_1434.txt,manual_review,False,True,amendment_or_endorsement,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,13683,1912,0.00184212,0.00184212,classifier-v1,
2001:37:2001-896159-0000902561-01-500344-exh-104.txt,2001,2001-896159-0000902561-01-500344-exh-104.txt,manual_review,False,True,amendment_or_endorsement,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,29168,3749,0.00325545,0.00325545,classifier-v1,
2001:55:2001-836658-0000225300-01-500018-exh10ao_galoo-092001.txt,2001,2001-836658-0000225300-01-500018-exh10ao_galoo-092001.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,10923,1652,0.00141137,0.00141137,classifier-v1,
2001:52:2001-947484-0000912057-01-539870-a2063466zex-10_11.txt,2001,2001-947484-0000912057-01-539870-a2063466zex-10_11.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,15923,1719,0.00200736,0.00200736,classifier-v1,
2001:70:2001-874977-0000950152-01-002085-l86881aex10-ee.txt,2001,2001-874977-0000950152-01-002085-l86881aex10-ee.txt,rejected,False,True,amendment_or_endorsement,fail,fail,pass,pass,pass,1,z-ai/glm-5.3-flash,3194,700,0.00030396,0.00030396,classifier-v1,
2001:69:2001-1049624-0000912057-01-506296-a2043063zex-10_14.txt,2001,2001-1049624-0000912057-01-506296-a2043063zex-10_14.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,unclear,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,9486,1602,0.00123521,0.00123521,classifier-v1,
2001:59:2001-881400-0000950144-01-509266-g72582ex10-3.txt,2001,2001-881400-0000950144-01-509266-g72582ex10-3.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,fail,unclear,unclear,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,14514,1939,0.00192349,0.00192349,classifier-v1,
2001:53:2001-894353-0000950124-01-001553-c60988ex10-c.txt,2001,2001-894353-0000950124-01-001553-c60988ex10-c.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,10897,1922,0.00152109,0.00152109,classifier-v1,
2001:76:2001-929031-0000912057-01-505785-a2042141zex-10_46.htm,2001,2001-929031-0000912057-01-505785-a2042141zex-10_46.htm,rejected,False,True,amendment_or_endorsement,fail,fail,pass,pass,pass,1,z-ai/glm-5.3-flash,4185,723,0.00038323,0.00038323,classifier-v1,
2001:72:2001-777199-0000914039-01-000143-y47400kex10-4.txt,2001,2001-777199-0000914039-01-000143-y47400kex10-4.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,unclear,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,13572,1685,0.00174250,0.00174250,classifier-v1,
2001:68:2001-881400-0000950144-01-509266-g72582ex10-2.txt,2001,2001-881400-0000950144-01-509266-g72582ex10-2.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,fail,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,14999,1841,0.00194756,0.00194756,classifier-v1,
2001:90:2001-1091748-0000950117-01-000614-0005.txt,2001,2001-1091748-0000950117-01-000614-0005.txt,missing_file,,,,,,,,,0,,0,0,0.00000000,0.00000000,classifier-v1,
2001:48:2001-881400-0000950144-01-005129-g68354ex10-10.txt,2001,2001-881400-0000950144-01-005129-g68354ex10-10.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,14370,1926,0.00191718,0.00191718,classifier-v1,
2001:92:2001-911631-0000911631-01-000004-0002.txt,2001,2001-911631-0000911631-01-000004-0002.txt,missing_file,,,,,,,,,0,,0,0,0.00000000,0.00000000,classifier-v1,
2001:71:2001-768899-0001104659-01-500169-j0216_ex10-31.htm,2001,2001-768899-0001104659-01-500169-j0216_ex10-31.htm,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,10698,1650,0.00138616,0.00138616,classifier-v1,
2001:66:2001-913958-0000916641-01-500808-dex108.txt,2001,2001-913958-0000916641-01-500808-dex108.txt,manual_review,False,True,not_reinsurance_contract,fail,unclear,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,14056,2029,0.00189973,0.00189973,classifier-v1,
2001:95:2001-1091748-0000950117-01-000614-0004.txt,2001,2001-1091748-0000950117-01-000614-0004.txt,missing_file,,,,,,,,,0,,0,0,0.00000000,0.00000000,classifier-v1,
2001:62:2001-800082-0000800082-01-500003-frontroyal.txt,2001,2001-800082-0000800082-01-500003-frontroyal.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,unclear,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,14210,1695,0.00178379,0.00178379,classifier-v1,
2001:63:2001-836658-0000225300-01-500018-exh10an_galoo-092001.txt,2001,2001-836658-0000225300-01-500018-exh10an_galoo-092001.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,17928,2206,0.00202875,0.00202875,classifier-v1,
2001:41:2001-925600-0001133884-01-500498-gex10_10-25484.txt,2001,2001-925600-0001133884-01-500498-gex10_10-25484.txt,manual_review,False,True,amendment_or_endorsement,fail,fail,unclear,unclear,unclear,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,20358,3441,0.00271991,0.00271991,classifier-v1,
2001:67:2001-947484-0000912057-01-539870-a2063466zex-10_4.txt,2001,2001-947484-0000912057-01-539870-a2063466zex-10_4.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,unclear,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,12352,2146,0.00177914,0.00177914,classifier-v1,
2001:91:2001-109261-0000912057-01-539000-a2059547zex-10_2.htm,2001,2001-109261-0000912057-01-539000-a2059547zex-10_2.htm,rejected,False,True,amendment_or_endorsement,fail,fail,pass,pass,pass,1,z-ai/glm-5.3-flash,3782,684,0.00034366,0.00034366,classifier-v1,
2001:79:2001-947484-0000912057-01-539870-a2063466zex-10_5.txt,2001,2001-947484-0000912057-01-539870-a2063466zex-10_5.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,unclear,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,11752,1789,0.00158322,0.00158322,classifier-v1,
2001:73:2001-800457-0000950154-01-500158-donegal-ex10cc_51269.txt,2001,2001-800457-0000950154-01-500158-donegal-ex10cc_51269.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,15416,1982,0.00206027,0.00206027,classifier-v1,
2001:77:2001-1095073-0001095073-01-500005-ex101.txt,2001,2001-1095073-0001095073-01-500005-ex101.txt,manual_review,False,True,amendment_or_endorsement,fail,fail,unclear,unclear,unclear,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,9324,1835,0.00131778,0.00131778,classifier-v1,
2001:81:2001-947484-0000912057-01-539870-a2063466zex-10_6.txt,2001,2001-947484-0000912057-01-539870-a2063466zex-10_6.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,11749,1978,0.00162592,0.00162592,classifier-v1,
2001:82:2001-925600-0001133884-01-500498-gex10_13-25484.txt,2001,2001-925600-0001133884-01-500498-gex10_13-25484.txt,qualified,True,True,none,pass,pass,pass,pass,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,11922,2002,0.00163365,0.00163365,classifier-v1,
2001:84:2001-925600-0001133884-01-500498-gex10_12-25484.txt,2001,2001-925600-0001133884-01-500498-gex10_12-25484.txt,qualified,True,True,none,pass,pass,pass,pass,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,12027,1923,0.00162604,0.00162604,classifier-v1,
2001:78:2001-319489-0000914039-01-000005-y44389ex10-y.txt,2001,2001-319489-0000914039-01-000005-y44389ex10-y.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,12897,1739,0.00167071,0.00167071,classifier-v1,
2001:85:2001-1013698-0001133884-01-500497-gex10_12-25483.txt,2001,2001-1013698-0001133884-01-500497-gex10_12-25483.txt,qualified,True,True,none,pass,pass,pass,pass,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,12036,1909,0.00162296,0.00162296,classifier-v1,
2001:80:2001-1013698-0001133884-01-500497-gex10_13-25483.txt,2001,2001-1013698-0001133884-01-500497-gex10_13-25483.txt,qualified,True,True,none,pass,pass,pass,pass,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,11929,2071,0.00166722,0.00166722,classifier-v1,
2001:110:2001-1038222-0001038222-01-000003-0003.txt,2001,2001-1038222-0001038222-01-000003-0003.txt,missing_file,,,,,,,,,0,,0,0,0.00000000,0.00000000,classifier-v1,
2001:83:2001-916085-0000912057-01-516230-a2048599zex-10_44.htm,2001,2001-916085-0000912057-01-516230-a2048599zex-10_44.htm,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,14218,1619,0.00175640,0.00175640,classifier-v1,
2001:93:2001-1095073-0001095073-01-500005-ex102.txt,2001,2001-1095073-0001095073-01-500005-ex102.txt,manual_review,False,True,amendment_or_endorsement,fail,fail,unclear,unclear,unclear,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,8114,1766,0.00113483,0.00113483,classifier-v1,
2001:89:2001-1059167-0000899243-01-501773-dex103.txt,2001,2001-1059167-0000899243-01-501773-dex103.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,unclear,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,12172,1655,0.00155799,0.00155799,classifier-v1,
2001:86:2001-768899-0001104659-01-500169-j0216_ex10-30.htm,2001,2001-768899-0001104659-01-500169-j0216_ex10-30.htm,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,12242,1750,0.00157774,0.00157774,classifier-v1,
2001:87:2001-908139-0000908139-01-500005-exhibit07.txt,2001,2001-908139-0000908139-01-500005-exhibit07.txt,manual_review,False,True,amendment_or_endorsement,fail,fail,unclear,unclear,unclear,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,8135,1719,0.00089741,0.00089741,classifier-v1,
2001:98:2001-355948-0000355948-01-500020-tenkexhibit10a2.htm,2001,2001-355948-0000355948-01-500020-tenkexhibit10a2.htm,manual_review,False,True,not_reinsurance_contract,fail,pass,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,14416,1705,0.00181801,0.00181801,classifier-v1,
2001:88:2001-1095073-0001095073-01-500005-ex103.txt,2001,2001-1095073-0001095073-01-500005-ex103.txt,manual_review,False,True,amendment_or_endorsement,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,11948,2350,0.00144089,0.00144089,classifier-v1,
2001:96:2001-869486-0000912057-01-514491-a2048567zex-10_36.txt,2001,2001-869486-0000912057-01-514491-a2048567zex-10_36.txt,manual_review,False,True,not_reinsurance_contract,fail,unclear,unclear,unclear,fail,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,15340,2164,0.00208763,0.00208763,classifier-v1,
2001:99:2001-1059265-0001068800-01-500103-ex10p11.txt,2001,2001-1059265-0001068800-01-500103-ex10p11.txt,manual_review,False,True,amendment_or_endorsement,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,6980,1935,0.00105594,0.00105594,classifier-v1,
2001:101:2001-793547-0000793547-01-500007-agreement.html,2001,2001-793547-0000793547-01-500007-agreement.html,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,unclear,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,11409,1925,0.00157599,0.00157599,classifier-v1,
2001:75:2001-768899-0001104659-01-500169-j0216_ex10-32.htm,2001,2001-768899-0001104659-01-500169-j0216_ex10-32.htm,manual_review,False,True,not_reinsurance_contract,fail,unclear,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,15224,2770,0.00186827,0.00186827,classifier-v1,
2001:103:2001-874977-0000950152-01-503615-l89463aex10-ii.txt,2001,2001-874977-0000950152-01-503615-l89463aex10-ii.txt,manual_review,False,True,amendment_or_endorsement,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,9631,1925,0.00137195,0.00137195,classifier-v1,
2001:107:2001-1007228-0001007228-01-500025-exhibit10.txt,2001,2001-1007228-0001007228-01-500025-exhibit10.txt,manual_review,False,True,not_reinsurance_contract,fail,fail,unclear,unclear,pass,2,z-ai/glm-5.3-flash;qwen/qwen3.8-flash,15434,1853,0.00199925,0.00199925,classifier-v1,
