filename,reasoning,is_reinsurance,is_main_contract,is_obligatory,proportional_or_non_proportional,insurance_type,class_of_business
2020-1400810-0001564590-20-038411-hci-ex1014_243.htm,"The document is a ""PROPERTY CATASTROPHE EXCESS OF LOSS REINSURANCE CONTRACT"". This clearly indicates it is a reinsurance agreement. The contract defines the terms and conditions for excess of loss reinsurance, which is a form of non-proportional reinsurance. The business covered is property, specifically homeowners, condominium owners, renters, and dwelling insurance, falling under the ""Property"" class of business. It is the primary contract establishing the reinsurance relationship. No specific information indicates it being obligatory or not, hence it's undeterminable.",True,True,,non-proportional,Non-Life,Property
2020-1171662-0001140361-20-024757-brhc10016552_ex10-3.htm,"The document is a contract amendment concerning the administration of health services under a government health plan. It focuses on the terms of service, definitions, payment methodologies, and compliance between an administrator (Triple-S Salud, Inc.) and a government health insurance administration (ASES). There is no indication of risk transfer from one insurer to another, which is the defining characteristic of reinsurance. It is a direct service agreement and its amendment, not a reinsurance contract.",False,False,,,Non-Life,Accident and Health
2020-5272-0001104659-20-023889-exhibit1048.htm,"The document describes the American International Group, Inc. Long Term Incentive Plan, which is a plan for officers and key employees to receive incentives in the form of performance share units, restricted stock units, and stock options. This is a compensation plan for employees, not a reinsurance agreement. Therefore, none of the reinsurance-specific fields can be populated.",False,,,,,
2020-1527469-0001527469-20-000037-q22020exhibit101.htm,"The document is a Coinsurance Agreement between Jackson National Life Insurance Company (Cedant) and Athene Life Re Ltd. (Reinsurer). The agreement outlines the terms and conditions under which the Reinsurer will reinsure liabilities from the Cedant's annuity business. Specifically, it states that the Cedant will cede to the Reinsurer, and the Reinsurer will accept and reinsure, one hundred percent (100%) of the ""Reinsured Liabilities"" on a combined funds withheld coinsurance and coinsurance basis. This clearly indicates a reinsurance agreement. The agreement establishes the primary terms of the reinsurance relationship, making it the main contract. The document does not explicitly state whether the reinsurance is obligatory or facultative, therefore, it is classified as None. The agreement covers annuity policies, which fall under Life insurance. The specific product is fixed annuity and fixed indexed annuity policies, which pertains to the ""Longevity"" class of business.",True,True,,,Life,Longevity
2020-1576018-0001576018-20-000162-davidjuniusofferletter.htm,The document is an offer letter for a Chief Operating Officer position at a reinsurance company. It details employment terms and is not a reinsurance agreement itself.,False,,,,,
2020-1101302-0001101302-20-000013-entg-12312019xex105.htm,"The user has provided a document that appears to be an amendment to a Credit and Guaranty Agreement. I need to determine if this document is related to reinsurance.

The document is labeled ""AMENDMENT NO. 2 dated as of October 31, 2019, among ENTEGRIS, INC., a Delaware corporation (the ""Borrower""), the other CREDIT PARTIES party hereto, the LENDERS party hereto..."". It references a ""Credit and Guaranty Agreement"". The content discusses amendments to loan terms, appointment of agents, representations and warranties, covenants, and events of default related to a credit facility.

There is no mention of insurance policies, reinsurance, retrocession, or any of the terms typically found in reinsurance agreements. The document deals with financial debt, credit facilities, and loan agreements. Therefore, it is not a reinsurance agreement.

Since it's not a reinsurance agreement, the subsequent fields related to reinsurance classification would be null or not applicable.

- `is_reinsurance`: False
- `is_main_contract`: None (as it's not a reinsurance contract)
- `is_obligatory`: None (as it's not a reinsurance contract)
- `proportional_or_non_proportional`: None (as it's not a reinsurance contract)
- `insurance_type`: None (as it's not a reinsurance contract)
- `class_of_business`: None (as it's not a reinsurance contract)",False,,,,,
2020-354190-0001564590-20-021299-ajg-ex1016_123.htm,"The document describes the Arthur J. Gallagher & Co. Deferred Equity Participation Plan. This plan is designed to encourage key employees to remain employed with the company until a certain age. It involves the establishment of a trust, funding with company stock or cash, and the maintenance of participant accounts. The plan specifies vesting schedules, distribution events (such as retirement, death, or change in control), and methods of payment. It also includes provisions for restrictive covenants, amendments, termination, and compliance with tax regulations (specifically Section 409A of the IRS code). Crucially, the document does not mention any transfer of risk from one insurance entity to another, which is the hallmark of a reinsurance agreement. Instead, it details a deferred compensation plan for employees.",False,,,,,
2020-1411059-0001411059-20-000017-kbsriiq42019exhibit1069.htm,"The document is a second amendment to a membership interest purchase and sale agreement, which is a real estate transaction. It does not involve any form of insurance or reinsurance. Therefore, it is not a reinsurance agreement.",False,False,False,,,
2020-92380-0000092380-20-000060-luv-3312020ex102.htm,"The document is a credit agreement, which is a type of loan agreement. It outlines the terms for lending money from banks to a company. Reinsurance agreements involve the transfer of risk between insurance entities. This agreement does not involve the transfer of insurance risk; it is a financial transaction where a company borrows money from financial institutions. Therefore, it is not a reinsurance agreement.",False,False,,,,
2020-100716-0000100716-20-000035-ex10-3.htm,"The document is a Reinsurance Trust Agreement that secures the payment of liabilities and performance of obligations under a Quota Share Reinsurance Agreement. This makes it an ancillary agreement to the primary reinsurance contract. The mention of ""Quota Share Reinsurance Agreement"" clearly indicates that it is a reinsurance agreement. Quota Share is a form of proportional reinsurance. The context of ""insurance business,"" ""unearned premiums,"" and ""loss reserves"" points towards Non-Life insurance. However, the specific class of business within Non-Life is not detailed, leading to 'None' for this field.",True,False,,proportional,Non-Life,
2020-1598665-0001564590-20-023563-hrtg-ex1011_112.htm,"The user wants me to classify a document. I need to determine if it's a reinsurance agreement, a main contract, obligatory, the type of reinsurance (proportional/non-proportional), the insurance type (Life/Non-Life), and the class of business.

Looking at the document, it's a ""FIRST AMENDMENT TO EMPLOYMENT AGREEMENT"" between NBIC Service Company, Inc. and Timothy M. Moura. The document discusses the executive's role, salary, bonuses, stock awards, and benefits. The company is described as being in the ""insurance and financial services industry."" There is a mention of ""Gross Written Premium"" (GWP) growth and ""combined ratio"" (CR) in relation to bonuses, and the CR is defined to include ""reinsurance costs and recoveries."" However, the primary purpose of the document is to amend an employment agreement, not to establish or modify a reinsurance contract. It does not transfer risk between insurance entities.

Therefore, this document is not a reinsurance agreement.",False,,,,,
2020-1527469-0001527469-20-000007-q42019exhibit10363.htm,"The document is an amendment to a Shareholders Agreement, which is a corporate governance document. It mentions entities like 'Athene Co-Invest Reinsurance Affiliate 1A Ltd.' and 'Athene Life Re Ltd.' but the agreement itself does not reinsure any risks. Therefore, it is not a reinsurance agreement.",False,,,,,
2020-1412100-0001412100-20-000020-q12020exhibit101amende.htm,"The document acknowledges and agrees to terms related to a Quota Share Reinsurance Contract dated April 1, 2011, specifically an ""AMENDED TERMINATION ENDORSEMENT NO. 2"" to it. This indicates it's related to an existing reinsurance agreement and modifies its terms. The document confirms it pertains to a quota share reinsurance contract, which is a type of proportional reinsurance.",True,False,,proportional,Non-Life,Other Life
2020-1296435-0001296435-20-000089-exhibit102thirdamendme.htm,"The user provided a document that is a ""THIRD AMENDMENT TO FOURTH AMENDED AND RESTATED CREDIT AGREEMENT"". This document amends an existing credit agreement, which is a loan agreement. It outlines changes to the terms of the credit agreement, including amendments to exhibits and commitment schedules. The document details conditions for the amendment to be effective, representations and warranties, and reaffirmations of existing loan documents. It does not involve any form of insurance or reinsurance. Therefore, it is not a reinsurance agreement.",False,False,,,,
2020-1400810-0001564590-20-038411-hci-ex1018_239.htm,"The document is titled 'REINSTATEMENT PREMIUM PROTECTION REINSURANCE CONTRACT'. It clearly states that it is a reinsurance contract. Specifically, it covers 'Reinstatement Premium' obligations under an 'Original Contract' for 'Property Catastrophe First Excess of Loss Reinsurance'. This indicates that it is a type of reinsurance agreement that provides coverage for reinstatement premiums related to an underlying excess of loss catastrophe reinsurance contract. The contract is between an insurance company and a reinsurer, outlining terms and conditions for risk transfer. Therefore, it is a reinsurance agreement. It is also the main contract for this specific type of coverage. The contract is not obligatory in nature, as it is a protection for reinstatement premium on an excess of loss contract rather than a treaty. The underlying original contract is for 'Property Catastrophe First Excess of Loss Reinsurance', which is non-proportional. The business covered is property perils.",True,True,False,non-proportional,Non-Life,Property
2020-1069996-0001069996-20-000094-f7v1013redacted.htm,"The document explicitly titles itself as an ""Excess Catastrophe Reinsurance Contract"" and details the terms of coverage, retentions, limits, and premiums between the ceding companies and the reinsurer. This confirms it is a reinsurance agreement. It establishes the core reinsurance relationship and terms, making it a main contract. The structure of excess layers and specific retentions and limits per occurrence and in aggregate points to a non-proportional form of reinsurance. The business covered is described as ""Property business, including but not limited to, Dwelling Fire, Inland Marine, Mobile Home, Commercial and Homeowners business,"" which clearly falls under the Non-Life insurance category and specifically within the Property class of business.",True,True,,non-proportional,Non-Life,Property
2020-1498710-0001498710-20-000160-save-ex101x2020331x10q.htm,"The document is a Credit and Guaranty Agreement, which is a type of loan agreement. It pertains to the borrowing of money by Spirit Airlines, Inc. and does not involve the transfer of risk from one insurance entity to another. Therefore, it is not a reinsurance agreement. Since it is not a reinsurance agreement, the subsequent fields regarding reinsurance contract type, obligation, proportionality, insurance type, and class of business are not applicable.",False,,,,,
2020-1069996-0001069996-20-000094-f7v1105redacted.htm,"The document is explicitly titled ""Excess Catastrophe Reinsurance Contract"" and details the terms between insurance companies (ceding companies) and a reinsurer. It outlines the classes of business reinsured, commencement and termination dates, exclusions, retention and limits, and other standard clauses found in reinsurance agreements. The language used throughout the document, such as ""Reinsurer,"" ""Company,"" ""reinsure,"" and specific reinsurance terms like ""Retention,"" ""Limit,"" and ""Ultimate Net Loss,"" clearly indicates that this is a reinsurance contract.",True,True,True,non-proportional,Non-Life,Property
2020-1018979-0001564590-20-006372-amsf-ex1022_343.htm,"The user has provided a document that is titled ""CASUALTY CATASTROPHE Excess of loss REINSURANCE CONTRACT"". This title explicitly states that it is a reinsurance contract.

The document outlines terms and conditions for reinsurance, including details about coverage, premiums, claims handling, and dispute resolution between an insurance company and a reinsurer. Key indicators such as ""REINSURANCE CONTRACT"", ""Reinsurer"", ""Company"", ""Ultimate Net Loss"", and ""Loss Occurrence"" confirm its nature.

It is ""Excess of Loss"" which is a type of non-proportional reinsurance. The business covered is ""Workers' Compensation, Employers Liability"", which falls under Casualty.

Based on the content, it establishes a direct reinsurance relationship and it is not an ancillary agreement. While it discusses specific events that could lead to termination or altered terms, the contract itself is the primary agreement.

The contract is for ""Casualty Catastrophe"", and it covers ""Workers' Compensation, Employers Liability"". This falls under the ""Casualty"" class of business. Since it's a contract for insurance, not life insurance.

The document describes an ""Excess of Loss"" contract, which is a form of non-proportional reinsurance. Therefore, the `proportional_or_non_proportional` field should be 'non-proportional'.

The contract is not obligatory as it appears to be a specific agreement for catastrophe excess of loss, rather than a treaty that automatically covers a portfolio. In the absence of explicit mention of ""treaty"" or ""obligatory acceptance,"" it is safer to classify it as non-obligatory or unknown. Given the nature of catastrophe excess of loss, it is often facultative, but the document does not explicitly state this either. Thus, it is marked as None.",True,True,,non-proportional,Non-Life,Casualty
2020-1108426-0001108426-20-000060-pnm06302020ex101.htm,"The document is a Note Purchase Agreement between Public Service Company of New Mexico and various purchasers. It outlines the terms and conditions for the sale and purchase of senior unsecured notes. The agreement details the authorization of notes, sale and purchase details, closing conditions, representations and warranties of both the company and the purchasers, payment and prepayment terms, covenants (affirmative and negative), events of default, remedies, and other miscellaneous clauses. Crucially, there is no mention of insurance, reinsurance, retrocession, or risk transfer in the context of an insurance or reinsurance agreement. The document is purely a financial debt instrument agreement.",False,,,,,
2020-1525769-0001193125-20-166738-d916852dex102.htm,"The user has provided a document that is identified as ""FIRST AMENDMENT TO AMENDED AND RESTATED CREDIT AGREEMENT"". This document amends an existing credit agreement, which is a type of loan or debt facility, not an insurance or reinsurance contract. The document discusses terms related to borrowers, lenders, administrative agents, loans, credit commitments, fees, and covenants typical of a credit agreement. There is no mention of risk transfer, premiums, claims, or underwriting related to insurance or reinsurance. Therefore, it is not a reinsurance agreement.",False,,,,,
2020-1576018-0001576018-20-000014-exhibit1081scheduleofs.htm,"The document is a schedule of signatories to Director Service Agreements for Third Point Reinsurance Ltd. It lists names of individuals and does not contain any terms or conditions related to insurance or reinsurance. Therefore, it is not a reinsurance agreement.",False,,,,,
2020-1527469-0001527469-20-000007-q42019exhibit10362.htm,"The document is identified as a ""FIRST AMENDMENT TO SHAREHOLDERS AGREEMENT"". The parties involved include a reinsurance company (Athene Life Re Ltd.) and other entities related to investments and reinsurance affiliates. However, the core purpose of this document is to amend the terms of a shareholders agreement, which governs the relationship and rights between shareholders. It does not establish, modify, or terminate a reinsurance contract itself. It's about corporate governance and shareholder arrangements for an entity that is involved in reinsurance, rather than the reinsurance transaction itself.",False,,,,,
2020-1018164-0001018164-20-000019-wlfc-20200331ex1046.htm,"The document is an Asset Purchase Agreement for aircraft engines and related assets between Willis Lease Finance Corporation and Willis Engine Structured Trust V. It does not contain any provisions related to reinsurance or retrocession. The transaction involves the sale and transfer of physical assets and beneficial interests, not the transfer of insurance risk. Therefore, it is not a reinsurance agreement.",False,,,,,
2020-1400810-0001564590-20-038411-hci-ex1025_232.htm,"The document is clearly identified as a ""TOP LAYER PROPERTY CATASTROPHE EXCESS OF LOSS REINSURANCE CONTRACT."" This explicitly states it is a reinsurance agreement. The contract covers property perils and is structured as an excess of loss reinsurance, which is a type of non-proportional reinsurance. The document outlines the entire agreement, making it the main contract. The agreement retrocedes risk and therefore transfers risk from one entity to another, and it is not specified as facultative. Thus, it is an obligatory reinsurance agreement. The business covered is property insurance, specifically related to catastrophe excess of loss.",True,True,True,non-proportional,Non-Life,Property
2020-899394-0001193125-20-191135-d926157dex1082.htm,"The document provided is an ""Amended and Restated Credit Agreement No. [•]"" between Air Wisconsin Airlines LLC (""Borrower"") and Her Majesty in Right of Canada (""Lender""), with U.S. Bank National Association acting as Loan Trustee. The agreement details terms for loans, security interests in aircraft, payments, covenants, events of default, and remedies. It is a financial agreement related to the financing of aircraft, not a reinsurance contract. Therefore, none of the reinsurance-specific fields (is_reinsurance, is_main_contract, is_obligatory, proportional_or_non_proportional, insurance_type, class_of_business) are applicable in the context of reinsurance.",False,,,,,
2020-886982-0001193125-20-043853-d826673dex1055.htm,"The document is an award agreement for performance-based restricted stock units (PSUs) granted by Goldman Sachs Group, Inc. to an individual employee. The agreement outlines the terms of the award, including vesting conditions, performance goals, settlement amounts, dividend equivalent rights, and forfeiture provisions. It is a form of employee compensation tied to the company's stock performance and not a contract for insurance or reinsurance. The document's metadata further identifies it as an exhibit to a 10-K filing, which typically includes financial and business-related information, not insurance contracts.",False,,,,,
2020-1590364-0001590364-20-000007-ftaifourthamendment2020.htm,"The provided document is an amendment to a credit agreement. Credit agreements are debt financing instruments and not insurance or reinsurance contracts. While it mentions asset-backed financing related to aircraft, it does not involve the transfer of insurance risk from one party to another, which is the defining characteristic of reinsurance. Therefore, it is not a reinsurance agreement, the main contract, or obligatory. Consequently, the other fields related to the type of reinsurance or the underlying insurance business are not applicable.",False,,,,,
2020-1373670-0001373670-20-000062-a1041notepurchaseagreeme.htm,"The document is a Note Purchase Agreement between Green Brick Partners, Inc. and its purchasers. It details the terms and conditions for the issuance and sale of senior notes. The agreement outlines the authorization of the notes, the sale and purchase process, closing conditions, representations and warranties of both the company and the purchasers, covenants (affirmative and negative), events of default, remedies, and other miscellaneous provisions. This is a debt financing agreement and not a reinsurance contract.",False,,,,,
2020-945394-0000945394-20-000038-exhibit107-thirdamendm.htm,"The user wants to classify a document based on whether it's a reinsurance agreement, its main contract status, obligatory nature, proportional/non-proportional type, insurance type, and class of business.

The document is ""Exhibit 10.7 THIRD AMENDMENT TO SECOND AMENDED AND RESTATED CREDIT AGREEMENT"". It details an amendment to a credit agreement between Service Properties Trust (Borrower) and various financial institutions (Lenders) and Wells Fargo Bank, National Association (Administrative Agent). The document discusses amendments to the credit agreement, conditions precedent for the amendment's effectiveness, representations and warranties, reaffirmations of guarantees and liens, and governing law.

There is no mention of reinsurance, retrocession, or any form of risk transfer between insurance entities. The document clearly pertains to a credit agreement, which is a form of debt financing. Therefore it is not a reinsurance agreement. Since it is not a reinsurance agreement, the subsequent fields (is_main_contract, is_obligatory, proportional_or_non_proportional, insurance_type, class_of_business) should be None.

1.  **is_reinsurance**: The document is a credit agreement amendment, not a reinsurance agreement.
2.  **is_main_contract**: Since it is not a reinsurance agreement, this should be None.
3.  **is_obligatory**: Since it is not a reinsurance agreement, this should be None.
4.  **proportional_or_non_proportional**: Since it is not a reinsurance agreement, this should be None.
5.  **insurance_type**: Since it is not a reinsurance agreement, this should be None.
6.  **class_of_business**: Since it is not a reinsurance agreement, this should be None.",False,,,,,
2020-716006-0001564590-20-035521-yrcw-ex105_567.htm,"The document is a credit agreement (UST TRANCHE B TERM LOAN CREDIT AGREEMENT), not a reinsurance agreement. It outlines terms for loans, credit extensions, fees, interest, defaults, and various covenants related to debt financing. There is no mention of risk transfer or reinsurance.",False,,,,,
2020-1069996-0001069996-20-000094-f7v1104redacted.htm,"The document is explicitly titled ""Excess Catastrophe Reinsurance Contract"" and details the terms and conditions of reinsurance between insurance companies. It outlines the scope of coverage, responsibilities, and financial arrangements typical of a reinsurance agreement. The contract covers property-related insurance business, which falls under Non-Life insurance. The structure of the agreement, where the reinsurer covers losses exceeding a specified retention, defines it as non-proportional reinsurance, and it is a treaty as it applies to a portfolio of business. It is the primary agreement establishing the reinsurance relationship.",True,True,True,non-proportional,Non-Life,Property
2020-315293-0001628280-20-006142-exhibit1010.htm,"The document is an amendment to a credit agreement, not a reinsurance agreement. It details changes and waivers related to a credit facility and does not involve the transfer of risk from one insurance entity to another in exchange for premiums.",False,,,,,
2020-1527469-0001527469-20-000007-q42019exhibit10301.htm,"The document describes a ""Master Sub-Advisory Agreement"" between an Investment Manager and several Sub-Advisors. The purpose of this agreement is to set forth the terms under which the Sub-Advisors will provide investment advisory services to the Investment Manager, who manages accounts for insurance companies (referred to as ""Companies""). Schedule 1 lists these companies as ""AAIA,"" ""STAR,"" ""AUSAIV,"" and ""VIAC,"" all identified as ""life insurance company[ies]."" The core of the agreement is about the delegation of investment management duties, not the transfer of insurance risk from one insurer to another. Reinsurance agreements involve an insurer ceding all or part of its risks to a reinsurer. This document details an investment management service agreement, where sub-advisors manage assets for an investment manager who manages assets for insurance companies. This is distinct from a reinsurance contract.",False,,,,,
2020-1095073-0001095073-20-000006-exhibit1030.htm,"The document is an amendment to a facility letter agreement and a master agreement for standby letters of credit and demand guarantees. It references a company's intention to amend and extend a bilateral facility in support of its obligation to provide Funds at Lloyd's to support its business assumed as a member of certain syndicates at Lloyd's. The document itself is a financial agreement related to securing obligations, not a direct reinsurance or retrocession agreement. While Everest International Reinsurance, Ltd. is a reinsurer, this specific document pertains to a letter of credit facility, which is a financial instrument securing payment obligations, rather than transferring risk as reinsurance does. Therefore, it is not a reinsurance agreement.",False,,,,,
2020-1576018-0001576018-20-000014-exhibit10281scheduleof.htm,"The user is asking to classify a document.
The document is a ""Schedule of Signatories to the Director and Officer Indemnification Agreement"".
A Director and Officer Indemnification Agreement is a type of insurance policy that protects directors and officers from personal losses that may arise from serving on a company's board. This is a direct insurance contract, not a reinsurance contract.
Therefore, `is_reinsurance` should be False.
Since it's not a reinsurance contract, `is_main_contract`, `is_obligatory`, `proportional_or_non_proportional`, `insurance_type`, and `class_of_business` should be None.",False,,,,,
2020-1304280-0001304280-20-000051-nvl-8xkx02212020xexh101.htm,"The user is asking to classify a document based on whether it's a reinsurance agreement and other related information.

The document provided is an ""INCREASE JOINDER AMENDMENT TO CREDIT AGREEMENT"". This document amends an existing credit agreement by allowing for ""Incremental Term Loans"" to fund a portion of an acquisition.

It is clearly a financial agreement related to debt and loans, not an insurance or reinsurance contract. There is no risk transfer from one insurance entity to another, which is the hallmark of reinsurance.

1. **is_reinsurance**: The document is a ""Credit Agreement"" amendment, not a reinsurance agreement. False.
2. **is_main_contract**: This is an amendment to an existing credit agreement, making it an ancillary agreement, not the main credit agreement itself. Null.
3. **is_obligatory**: Not applicable as it's not a reinsurance agreement. Null.
4. **proportional_or_non_proportional**: Not applicable as it's not a reinsurance agreement. Null.
5. **insurance_type**: Not applicable as it is not an insurance or reinsurance contract. Null.
6. **class_of_business**: Not applicable as it is not an insurance or reinsurance contract. Null.",False,,,,,
2020-1527469-0001527469-20-000007-q42019exhibit10262.htm,"The document describes a restricted share award granted to an employee as part of an incentive plan. It details the terms of the award, vesting schedules, and obligations of the employee regarding confidentiality and competition. Crucially, it does not involve the transfer of risk from one insurance entity to another, which is the defining characteristic of a reinsurance agreement. The document does not mention any insurance policies, premiums, claims, or any other elements typically found in insurance or reinsurance contracts.",False,,,,,
